PN BRC,Fornitore,Descrizione,Misura,Serial Number,Tipo Prodotto,Quantità,tipologia,Stato,Ubicazione,Prelievo,Controllo Gen/26,,TIPOLOGIA,FORMA,DIAMETRO,RAGGIO,LUNGHEZZA
,,PUNTA D5,D5,,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,BURZONI,PUNTA MDI D6.1 ,D6.1,TD850 0610 MDI,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,,PUNTA MDI D6.8,D6.8,,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,HOFFMAN,PUNTA MDI D5.5,D5.5,,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,,PUNTA NON RIVESTITA D9,D9,,PUNTA,1,NUDA,USATO,EXTREMA1,,TRUE,,,,,,
,,PUNTA NON RIVESTITA D12,D12,,PUNTA,1,NUDA,USATO,EXTREMA1,,TRUE,,,,,,
,,PUNTA HSS D8.5,D8.5,,PUNTA,1,NUDA,USATO,EXTREMA1,,TRUE,,,,,,
,BURZONI,PUNTA MDI D6,D6,TD650 0600 MDI,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
BRCL000400000408,CERATIZIT,WNT PUNTA MDI D7 ,D7,10734076,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,,PUNTA HSS D12.5,D12.5,,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,BURZONI,PUNTA HSSE D12,D12,T43 1200 HSSE,PUNTA,2,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,,SVASATORE D20 X 82,D20,,SVASATORE,2,DIAMANTATA,USATO,EXTREMA1,,TRUE,,,,,,
,BURZONI,PUNTA MDI D4.2,D4.2,TD850 GP 0420 MDI,PUNTA,6,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,BURZONI,PUNTA MDI D 5.5,D5.5,TD850 GP 0550 MDI,PUNTA,3,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,BURZONI,PUNTA MDI D6,D6,TD850 GP 0600 MDI,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,,PUNTA MDI D 5.4,D5.4,,PUNTA,4,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,T-RED,PUNTA MDI D5,D5,,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,UOP,PUNTA MDI D5.5,D5.5,,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,BURZONI,PUNTA MDI D5.2,D5.2,TD850 GP 0520 MDI,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,BURZONI,PUNTA MDI D4,D4,TD 850 GP 0400 MDI,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,CERATIZIT,WNT PUNTA MDI D4.2,D4.2,11 702 04200,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,TUNGLOY,PUNTA MDI D4.2,D4.2,TD850 0420 MDI,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,CERATIZIT,WNT PUNTA MDI D4.35,D4.35,10731843,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,,PUNTA MDI D6.1 ,D6.1,DH404061,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,BURZONI,PUNTA MDI D9.1,D9.1,TD850 GP 0910 MDI,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,BURZONI,PUNTA MDI D8,D8,TD850 GP 0800 MDI,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,BURZONI,PUNTA MDI D7.8,D7.8,TD850 GP 0780 MDI,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,CERATIZIT,WNT PUNTA MDI D8.5,D8.5,11 702 08500,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,CERATIZIT,WNT PUNTA MDI D8,D8,11 704 080000,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,,PUNTA MDI D8.4,D8.4,DH404084,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,,PUNTA MDI D8.45,D8.45,,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,,PUNTA MDI D8,D8,,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,,PUNTA MDI D7.6,D7.6,,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,TUNGLOY,PUNTA MDI D7.1,D7.1,TD 850 0710,PUNTA,2,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,BURZONI,PUNTA MDI D8.5 HSSE,D8.5,T43 0850 HSSE,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,,PUNTA MDI D7.5,D7.5,B966A07500 KC7315,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,,PUNTA MDI D7.1,D7.1,B966A07100 KC7315,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,T-RED,PUNTA MDI D7.8,D7.8,,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,TUNGLOY,PUNTA MDI D7.6,D7.6,TD850 0760 MDI,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,,PUNTA MDI D9.8,D9.8,,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,BURZONI,PUNTA MDI D6,D6,TD850 GP 0600 MDI,PUNTA,2,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,BURZONI,PUNTA MDI D6.3,D6.3,TD850 GP 0630 MDI,PUNTA,3,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,BURZONI,PUNTA MDI D6.3,D6.3,TD880 GP 0630 MDI,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,BURZONI,PUNTA MDI D6.5   ,D6.5,TD850 GP 0650 MDI,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,BURZONI,PUNTA MDI D6.8,D6.8,TD850 GP 0680 MDI,PUNTA,2,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,CERATIZIT,WNT PUNTA MDI D6.2,D6.2,11 702 06200,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,TUNGLOY,PUNTA MDI D6,D6,TD850 0600 MDI,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,TUNGLOY,PUNTA MDI D6.5,D6.5,TD850 0650 MDI,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,CERATIZIT,WNT PUNTA MDI D6.8,D6.8,11 703 06800,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,CERATIZIT,WNT PUNTA MDI D6.3,D6.3,11 704 06300,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,T-RED,PUNTA MDI D7.1,D7.1,,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,,PUNTA MDI D7.5,D7.5,B966A07500,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,TUNGLOY,PUNTA MDI D7.1,D7.1,TD650 0710 MDI,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,TUNGLOY,PUNTA MDI D7.6,D7.6,TD850 0760 MDI,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,T-RED,PUNTA MDI D7.8,D7.8,9150 7.8 K/P ,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,TUNGLOY,PUNTA MDI D7.1,D7.1,TD850 0710 MDI,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,,PUNTA MDI D7.10,D7.1,B966A07100,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,,PUNTA MDI D9.8,D9.8,DH451098,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,BURZONI,PUNTA MDI D8.5 HSSE,D8.5,T43 0850 HSSE,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,BURZONI,PUNTA MDI D8,D8,TD850 0800 MDI,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,,PUNTA MDI D8.5,D8.5,B966A8500,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,BURZONI,PUNTA MDI D7.8,D7.8,TD850 GP 0780 MDI,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,BURZONI,PUNTA MDI D9.1,D9.1,TD850 GP 0910 MDI,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,,PUNTA MDI D7.6,D7.6,B966A07600,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,,PUNTA MDI D8.4,D8.4,DH404084,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,,PUNTA MDI D8,D8,,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,CERATIZIT,WNT PUNTA MDI D8,D8,11 704 08000,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,CERATIZIT,WNT PUNTA MDI D8.5,D8.5,11 702 08500,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,BURZONI,PUNTA MDI D10.8,D10.8,TD850 GP 1080,PUNTA,2,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,BURZONI,PUNTA MDI D10.5,D10.5,TD850 GP 1050,PUNTA,2,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,BURZONI,PUNTA HSSE D8.5,D8.5,T55 0850 ,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,BURZONI,PUNTA MD D10,D10,TD8100 GP 1000,PUNTA ,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,BURZONI,PUNTA MDI D8.5,D8.5,TD850 GP 0850,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,BURZONI,PUNTA  MDI D6,D6,TD850 GP 0600,PUNTA ,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,BURZONI,PUNTA MDI D10,D10,TD850 1000,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,TUNGLOY,PUNTA MDI D9.2,D9.2,TD650 0920,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,TUNGLOY,PUNTA MDI D12.5,D12.5,TD650 1250,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,BURZONI,PUNTA MDI D7.8,D7.8,TD850 GP 0780 KR60,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,BURZONI,PUNTA MDI D10.2,D10.2,TD650 GP 1250 MDI,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,BURZONI,PUNTA MDI D10,D10,TD8100 GP 1000 MDI,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,,PUNTA MDI D7.2,D7.2,,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,RAFF,KARNASH D6.6 L2,D6.6,"29,0120 506",PUNTA,1,DIAMANTATA,USATO,EXTREMA1,,TRUE,,,,,,
,T-RED,PUNTA MDI D7,D7,9150 7.0 K/P ,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,,PUNTA MDI D14.5,D14.5,B966A14500 KC7315,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,RAFF,KARNASH CRESTA DI GALLO D5.8,D5.8,29.0080 808,FRESA,2,CRESTA DI GALLO,USATO,EXTREMA1,,TRUE,,,,,,
,,PUNTA MDI D14.5,D14.5,B966A14500 KC7315,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,BURZONI,PUNTA MDI D12.5,D12.5,TD850 GP 1250,PUNTA,3,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,RAFF,KARNASCH PUNTA DIAMANTATA D7.1,D7.1,2111993038,PUNTA,1,DIAMANTATA,USATO,EXTREMA1,,TRUE,,,,,,
,HOFFMAN,GARANT PUNTA MDI D5,D5,92296082,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,RAFF,KARNASCH CRESTA DI GALLO DIAMANTATA D6,D6,29 0080 011,CRESTA DI GALLO,1,DIAMANTATA,USATO,EXTREMA1,,TRUE,,,,,,
,RAFF,KARNASCH CRESTA DI GALLO NON RIVESTITA D6,D6,29 0080 603,CRESTA DI GALLO,1,NUDA,USATO,EXTREMA1,,TRUE,,,,,,
,RAFF,KARNASCH CRESTA DI GALLO NON RIVESTITA D5.8,D5.8,29 0080 609,CRESTA DI GALLO,0,NUDA,USATO,EXTREMA1,,TRUE,,,,,,
,RAFF,KARNASCH CRESTA DI GALLO NON RIVESTITA D3,D3,29 0080 603,CRESTA DI GALLO,1,NUDA,USATO,EXTREMA1,,TRUE,,,,,,
,RAFF,KARNASCH CRESTA DI GALLO DIAMANTATA D4.5,D4.5,29 0080 509,CRESTA DI GALLO,1,DIAMANTATA,USATO,EXTREMA1,,TRUE,,,,,,
,RAFF,KARNASCH CRESTA DI GALLO DIAMANTATA D4.3,D4.3,29 0120 610,CRESTA DI GALLO,1,DIAMANTATA,USATO,EXTREMA1,,TRUE,,,,,,
,RAFF,KARNASCH CRESTA DI GALLO NON RIVESTITA D4.2,D4.2,29 0080 705,CRESTA DI GALLO,1,NUDA,USATO,EXTREMA1,,TRUE,,,,,,
,RAFF,KARNASCH PUNTA DIAMANTATA D8.7 ,D8.7,20 8220 6047,PUNTA,1,DIAMANTATA,USATO,EXTREMA1,,TRUE,,,,,,
,RAFF,KARNASCH PUNTA DIAMANTATA D9.1,D9.1,29 0120 209220636,PUNTA,1,DIAMANTATA,USATO,EXTREMA1,,TRUE,,,,,,
,CERIN,CRESTA DI GALLO D12,D12,,CRESTA DI GALLO,1,NUDA,USATO,EXTREMA1,,TRUE,,,,,,
,RAFF,GARANT PUNTA MDI D2.7,D2.7,,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,BURZONI,SVASATORE HSSE D12,D12,T960 1200 HSSE,SVASATORE,1,METALLO DURO,USATO,EXTREMA2,,TRUE,,,,,,
,BURZONI,SVASATORE HSSE D10,D10,T960 1000 HSSE,SVASATORE,1,METALLO DURO,USATO,EXTREMA2,,TRUE,,,,,,
,,PUNTA D8 90°,D8,,PUNTA,1,METALLO DURO,USATO,EXTREMA2,,TRUE,,,,,,
,BURZONI,FRESA  HSS D31,D31,TS90 3000 HSS,FRESA,1,METALLO DURO,USATO,EXTREMA2,,TRUE,,,,,,
,,FRESA  HSS D31,D30,,FRESA,1,METALLO DURO,USATO,EXTREMA2,,TRUE,,,,,,
,RAFF,ALESATORE D10 H7,D10,2985,ALESATORE,1,DIAMANTATA,USATO,EXTREMA2,,TRUE,,,,,,
,BURZONI,FRESA HSS D9.4,D9.4,BC HSS 9.4mm,FRESA,1,METALLO DURO,USATO,EXTREMA2,,TRUE,,,,,,
,RAFF,OSG WONDER BARENO AD0-5D,,,BARENO,1,,USATO,EXTREMA2,,TRUE,,,,,,
,RIME,SVASATORE D16 90° MKS,D16,HM35,SVASATORE,1,METALLO DURO,USATO,EXTREMA2,,TRUE,,,,,,
,GUEHRING,SVASATORE D16,D16,,SVASATORE,1,METALLO DURO,USATO,EXTREMA2,,TRUE,,,,,,
,POLLEDRI,FRESA PIATTA AD INSERTI D20,D20,,FRESA,1,INSERTI,USATO,EXTREMA2,,TRUE,,,,,,
,UOP,ALESATORE D8 X85,D8,,ALESATORE,1,NUDA,USATO,EXTREMA2,,TRUE,,,,,,
,OMAL,SVASATORE D20.5 90° K20,D20.5,,SVASATORE,1,METALLO DURO,USATO,EXTREMA2,,TRUE,,,,,,
,,SVASATORE D20.5 82° ,D20.5,,SVASATORE,1,METALLO DURO,USATO,EXTREMA2,,TRUE,,,,,,
,,SVASATORE DIAMANTATO D20.3,D20.3,,SVASATORE,1,DIAMANTATA,USATO,EXTREMA2,,TRUE,,,,,,
,RAFF,TRACCIATORE D8 40° ,D8,02985-BUL-40°-D8 M O S,TRACCIATORE,1,NUDA,USATO,EXTREMA2,,TRUE,,,,,,
,BURZONI,FRESA PIATTA A INSERTI D20.7,D20.7,,FRESA,1,INSERTI,USATO,EXTREMA2,,TRUE,,,,,,
,,FRESA PIATTA A INSERTI D13.2,D13.2,,FRESA,1,INSERTI,USATO,EXTREMA2,,TRUE,,,,,,
,,FRESA A INSERTI D18.5,D18.5,,FRESA,1,INSERTI,USATO,EXTREMA2,,TRUE,,,,,,
BRCL000400000441,POLLEDRI,FRESA A INSERTI D18,D18,Cod. 90.02.180,FRESA,1,INSERTI,USATO,EXTREMA2,,TRUE,,,,,,
BRCL000400000442,POLLEDRI,FRESA A INSERTI D24,D24,Cod. 90.02.240,FRESA,1,INSERTI,USATO,EXTREMA2,,TRUE,,,,,,
,BURZONI,FRESA PIATTA D22,D22,,FRESA,1,NUDA,USATO,EXTREMA2,,TRUE,,,,,,
,,FRESA PIATTA A INSERTI D19.5,D19.5,,FRESA,1,INSERTI,USATO,EXTREMA2,,TRUE,,,,,,
,RAFF,SVASATORE D16 90° ,D16,PCN16-90,SVASATORE,1,METALLO DURO,USATO,EXTREMA2,,TRUE,,,,,,
BRCL000400000468,OMAL,ALESATORE D10.5 H7 HSS,D10.5,701010,ALESATORE,2,METALLO DURO,USATO,EXTREMA2,,TRUE,,,,,,
,GUHRING,ALESATORE D14,D14,K411101400,ALESATORE,1,METALLO DURO,USATO,EXTREMA2,,TRUE,,,,,,
,OMAL,ALESATORE D12.5 H7 HM K20,D12.5,74D125,ALESATORE,2,METALLO DURO,USATO,EXTREMA2,,TRUE,,,,,,
,RAFF,SVASATORE D16 100%,D16,,SVASATORE,1,METALLO DURO,USATO,EXTREMA2,,TRUE,,,,,,
,OMAL,ALESATORE D6.35 HM K20,D6.35,,ALESATORE,1,METALLO DURO,USATO,EXTREMA2,,TRUE,,,,,,
,OMAL,ALESATORE D10 H7,D10,740010,ALESATORE,1,METALLO DURO,USATO,EXTREMA2,,TRUE,,,,,,
,UOP,ALESATORE D10 X85,D10,32105,ALESATORE,1,METALLO DURO,USATO,EXTREMA2,,TRUE,,,,,,
,KOMET,ALESATORE D6 H7 K10,D6,40 410 060,ALESATORE,2,METALLO DURO,USATO,EXTREMA2,,TRUE,,,,,,
,RAFF,ALESATORE D8 H7,D8,,ALESATORE,1,METALLO DURO,USATO,EXTREMA2,,TRUE,,,,,,
,RAFF,ALESATORE D8,D8,,ALESATORE,1,METALLO DURO,USATO,EXTREMA2,,TRUE,,,,,,
,,ALESATORE D8,D8,,ALESATORE,1,METALLO DURO,USATO,EXTREMA2,,TRUE,,,,,,
,UOP,ALESATORE D6 X85,D6,,ALESATORE,1,METALLO DURO,USATO,EXTREMA2,,TRUE,,,,,,
,UOP,ALESATORE D10 X85,D10,32105,ALESATORE,1,METALLO DURO,USATO,EXTREMA2,,TRUE,,,,,,
,RAFF,ALESATORE D10,D10,,ALESATORE,1,METALLO DURO,USATO,EXTREMA2,,TRUE,,,,,,
,RAFF,ALESATORE D12,D12,,ALESATORE,1,METALLO DURO,USATO,EXTREMA2,,TRUE,,,,,,
,KOMET,ALESATORE D11 H7 HSS,D11,40 100 110 45/23,ALESATORE,1,METALLO DURO,USATO,EXTREMA2,,TRUE,,,,,,
,UOP,ALESATORE D11 X85,D11,32105,ALESATORE,1,METALLO DURO,USATO,EXTREMA2,,TRUE,,,,,,
BRCL000400000469,OMAL,ALESATORE D12.5 H7 HSS,D12.5,701012,ALESATORE,2,METALLO DURO,USATO,EXTREMA2,,TRUE,,,,,,
,RAFF,ALESATORE D12.22,D12.22,,ALESATORE,2,METALLO DURO,USATO,EXTREMA2,,TRUE,,,,,,
,ILIX,ALESATORE D12.7 HSS,D12.7,6326C,ALESATORE,1,METALLO DURO,USATO,EXTREMA2,,TRUE,,,,,,
,LAU,ALESATORE DIAMANTATO D13 H7,D13,,ALESATORE,1,DIAMANTATA,USATO,EXTREMA2,,TRUE,,,,,,
,,ALESATORE DIAMANTATO D13,D13,,ALESATORE,1,DIAMANTATA,USATO,EXTREMA2,,TRUE,,,,,,
,RAFF,ALESATORE D12.7,D12.7,,ALESATORE,1,METALLO DURO,USATO,EXTREMA2,,TRUE,,,,,,
,GUHRING,ALESATORE D20 H7 HSS,D20,K211102000,ALESATORE,1,METALLO DURO,USATO,EXTREMA2,,TRUE,,,,,,
BRCL000202200101,GUHRING,MASCHIOEG M6 H6 ,D6,21536098,MASCHIO,1,EG,USATO,EXTREMA3,,TRUE,,,,,,
,BURZONI,MASCHIO M6 6H HSS,D6,T200 M6 6H HSSE,MASCHIO,1,METALLO DURO,USATO,EXTREMA3,,TRUE,,,,,,
,BURZONI,MASCHIO EG M6 HSSE,D6,T200 EG M6 HSSE,MASCHIO,1,EG,USATO,EXTREMA3,,TRUE,,,,,,
,BURZONI,MASCHIO M6 6H HSSE,D6,T200 M6 6H HSSE,MASCHIO,1,STANDARD,USATO,EXTREMA3,,TRUE,,,,,,
,BURZONI,MASCHIO M6 6H HSSE,D6,T305R M6 6H HSSE,MASCHIO,1,METALLO DURO,USATO,EXTREMA3,,TRUE,,,,,,
,TUNGLOY,MASCHIO M6X0.5  6H HSSE,D6,T120 M6X0.5,MASCHIO,2,STANDARD,USATO,EXTREMA3,,TRUE,,,,,,
,BURZONI,MASCHIO EG UNF 10/32 HSS,10/32,150064/6,MASCHIO,1,AMERICANO,USATO,EXTREMA3,,TRUE,,,,,,
,RAFF,OSG MASCHIO M12 6HX HSSE,D12,48145179,MASCHIO,1,METALLO DURO,USATO,EXTREMA3,,TRUE,,,,,,
,GUHRING,MASCHIO EG M8 6H HSSE,D8,16311092,MASCHIO,1,METALLO DURO,USATO,EXTREMA3,,TRUE,,,,,,
,TUNGLOY,MASCHIO M10 6H HSSE,D10,T200 M10 6H HSSE,MASCHIO,1,METALLO DURO,USATO,EXTREMA3,,TRUE,,,,,,
,BURZONI,MASCHIO M10 6H HSSE,D10,T700 M10 6H HSSE,MASCHIO,1,STANDARD,USATO,EXTREMA3,,TRUE,,,,,,
,RAFF,OSG MASCHIO M10X1.25 6HX HSSE,D10,48145172,MASCHIO,1,STANDARD,USATO,EXTREMA3,,TRUE,,,,,,
,GUHRING,MASCHIO M8 6HX PM HSSE,D8,,MASCHIO,1,STANDARD,USATO,EXTREMA3,,TRUE,,,,,,
,RAFF,OSG MASCHIO M12 USO2/6H HSSE,D12,48044179,MASCHIO,1,METALLO DURO,USATO,EXTREMA3,,TRUE,,,,,,
,BURZONI,MASCHIO M8 6H HSSE,D8,T200 M8 6H HSSE,MASCHIO,1,STANDARD,USATO,EXTREMA3,,TRUE,,,,,,
,RAFF,OSG MASCHIO M14 6HX HSSE,D14,48139191,MASCHIO,1,STANDARD,USATO,EXTREMA3,,TRUE,,,,,,
,TUNGLOY,MASCHIO M12 6HX VT5,D12,T101H M12 6HX VT5,MASCHIO,1,STANDARD,USATO,EXTREMA3,,TRUE,,,,,,
,RAFF,OSG MASCHIO M12 6HX HSSE,D12,48139179,MASCHIO,1,STANDARD,USATO,EXTREMA3,,TRUE,,,,,,
,BURZONI,MASCHIO M12 6H HSSE,D12,T200 M12 6H HSSE,MASCHIO,1,STANDARD,USATO,EXTREMA3,,TRUE,,,,,,
,BURZONI,MASCHIO EG M8 HSSE,D8,T200 M8 EG HSSE,MASCHIO,1,EG,USATO,EXTREMA3,,TRUE,,,,,,
,RAFF,OSG MASCHIO M20X1.5 6H,D20,61229060,MASCHIO,1,STANDARD,USATO,EXTREMA3,,TRUE,,,,,,
,FIMU,SECO MASCHIO M18X1 ISO6H HSSE,D18,6785820354 095/401,MASCHIO,1,STANDARD,USATO,EXTREMA3,,TRUE,,,,,,
,RAFF,OSG MASCHIO M12X1.25 6HX B,D12,48145181,MASCHIO,1,STANDARD,USATO,EXTREMA3,,TRUE,,,,,,
BRCL000400000089,FIMU,SECO MASCHIO M27X3 ISO6H BC V033,D27,8754451376 009/624,MASCHIO,1,STANDARD,USATO,EXTREMA3,,TRUE,,,,,,
,BURZONI,MASCHIO M14X1.5 6HX VT5,D14,T321H M14X1.5 6HX VT5,MASCHIO,1,STANDARD,USATO,EXTREMA3,,TRUE,,,,,,
,RAFF,OSG MASCHIO M14X1.5 6HX HSSE,D14,48139192,MASCHIO,1,STANDARD,USATO,EXTREMA3,,TRUE,,,,,,
,BURZONI,MASCHIO M22X1 HSSE,D22,T220 M22X1 HSSE,MASCHIO,1,STANDARD,USATO,EXTREMA3,,TRUE,,,,,,
,RAFF,KARNASCH CRESTA DI GALLO D8.5 ,D8.5,"29,0080 809",PUNTA,1,CRESTA DI GALLO,NUOVO,PUNTE3,,TRUE,,,,,,
,RAFF,KARNASCH PUNTA DIAMANTATA D6.5 L3,D6.5,"29,0120,901",PUNTA,1,DIAMANTATA,NUOVO,PUNTE3,,TRUE,,,,,,
,,PUNTA D11,D11,,PUNTA,1,NUDA,USATO,BELOTTIC3,,TRUE,,,,,,
,CERATIZIT,WNT PUNTA DIAMANTATA D13,D13,10 787 130,PUNTA,1,DIAMANTATA,USATO,BELOTTIC3,,TRUE,,,,,,
,BASS,MASCHIO M27 ISO2/6H HSSE,D27,46 51/80,MASCHIO,1,STANDARD,USATO, EXTREMA3,,TRUE,,,,,,
,BURZONI,MASCHIO AMERICANO 1/4 ISO5969 HSSE, 1/4,T330R G 1/4 HSSE,MASCHIO,1,AMERICANO,USATO,EXTREMA3,,TRUE,,,,,,
,,MASCHIO M30X1.5,D30,,MASCHIO,1,STANDARD,USATO,EXTREMA3,,TRUE,,,,,,
,RAFF,OSG MASCHIO AMERICANO 5/16-24UNF2BX, 5/16,48145476,MASCHIO,1,AMERICANO,USATO,EXTREMA3,,TRUE,,,,,,
,EMUGE,MASCHIO AMERICANO 1/4 HSSE, 1/4,,MASCHIO,1,AMERICANO,USATO,EXTREMA3,,TRUE,,,,,,
BRCL000400000256,CERATIZIT,WNT MASCHIO AMERICANO UNC 5/16, 5/16,23 172 031,MASCHIO,2,AMERICANO,NUOVO,EXTREMA3,,TRUE,,,,,,
,VARDEX,MASCHIO M2.2,D2.2,,MASCHIO,1,STANDARD,USATO,EXTREMA3,,TRUE,,,,,,
,BURZONI,MASCHIO M5 KP60,D5,FM100 M5 KP60,MASCHIO,1,STANDARD,USATO,EXTREMA3,,TRUE,,,,,,
,RAFF,KARNASCH MASCHIO M4,D4,232005 04 070 25,MASCHIO,1,DIAMANTATA,USATO,EXTREMA3,,TRUE,,,,,,
,,MASCHIO M4 ,D4,,MASCHIO,1,STANDARD,USATO,EXTREMA3,,TRUE,,,,,,
,BURZONI,MASCHIO M6 MDI,M6,F100 060 100 C,MASCHIO,2,STANDARD,USATO,EXTREMA3,,TRUE,,,,,,
,SANDVIK,SPACCAMASCHI M6,D6,HC 6 H10 F,SPACCAMASCHIO,1,STANDARD,USATO,EXTREMA3,,TRUE,,,,,,
