,,,,,,,,,
PN BRC,Fornitore,Descrizione,Misura,Serial Number,Tipo Prodotto,Quantità,Stato,Ubicazione,Prelievo
BRCL000400000375,YG1,MASCHIO HSSE YG1 M12 X 1.25 6H SF,M12X1.25,DIN374HSS-E16625854,MASCHIO,1,USATO,MASCHIO,
BRCL01568C,CERATIZIT,PUNTA AD ELEVATE PRESTAZIONI D8.5,D8.5,1171508500,PUNTA,4,NUOVO,PUNTE2,
BRCL01569C,CERATIZIT,PUNTA AD ELEVATE PRESTAZIONI D8.8,D8.8,1171508800,PUNTA,2,NUOVO,PUNTE2,
BRCL01566C,CERATIZIT,PUNTA AD ELEVATE PRESTAZIONI D5,D5,1171505000,PUNTA,2,NUOVO,PUNTE1,
BRCL01567C,CERATIZIT,PUNTA AD ELEVATE PRESTAZIONI D6.5,D6.5,1171506500,PUNTA,2,NUOVO,PUNTE1,
BRCL01043C,RAFF,FRESA IN HMI INT D12 Z3,D12,02985-FWT3120 R1 F,FRESA,2,NUOVO,CASS.IR27,
BRCL01534C,RAFF,FRESA SPECIALE SU MISURA IN MDI,D12,02985-FAT-12SP13,FRESA,8,NUOVO,CASS.SPARKWING,
BRCL01530C,HOFFMAN,FRESA GARANT SFERICA D1,D1,207106-1,FRESA SFERICA,4,NUOVO,DIAMANTATE 1,
BRCL01239C,HOFFMAN,SPPW PUNTA CRESTA DI GALLO D5.1,D5.1,7311800511HC,PUNTA,85,NUOVO,CASS.SPARKWING,
BRCL01487C,HOFFMAN,SPPW PUNTA CRESTA DI GALLO D4.5,D4.5,731 180 0450HC,PUNTA,6,NUOVO,CASS.SPARKWING,
BRCL01265C,HOFFMAN,SPPW PUNTA CRESTA DI GALLO D8.5,D8.5,7311800850HC,PUNTA,85,NUOVO,CASS.SPARKWING,
BRCL01507C,HOFFMAN,SPPW PUNTA CRESTA DI GALLO D2.2,D2.2,7311800220HC,PUNTA,337,NUOVO,CASS.SPARKWING,
BRCL01507C,HOFFMAN,SPPW PUNTA CRESTA DI GALLO D2.2,D2.2,7311800220HC,PUNTA,3,NUOVO,PUNTE1,
BRCL01501C,HOFFMAN,SPPW PUNTA CRESTA DI GALLO D8.1,D8.1,731 180 0810HC,PUNTA,5,NUOVO,CASS.DUCATI,
BRCL01590C,RAFF,INSERTO PER FRESA A16,A16M,A16M SRGCR 08,INSERTI FRESA,1,NUOVO,,
BRCL01612C,RAFF,OSG MASCHIO M5 X 0.8 6HC,M5 X0.8,48044149,MASCHIO,1,NUOVO,MASCHI,
BRCL01607C,FIMU,GHURING MASCHIO M12 X1.25,M12X1.25,HM K/P 23293470,MASCHIO,1,NUOVO,MASCHI,
,STANLEY,LAMA CORTA PER CUTTER CLASSICO,"115X18X0,9",11-301,CUTTER,89,NUOVO,CUTTER,
,JEWEL BLADE LTD,LAMA LUNGA PER CUTTER CUSTOM,"160X18X0,9",R7624,CUTTER,29,NUOVO,CUTTER,
BRCL01418C,HOFFMAN,GARANT FRESA SPINGI TIRA D8,D8,209517 8,FRESA,66,NUOVO,CASS.SPARKWING,
BRCL01418C,HOFFMAN,GARANT FRESA SPINGI TIRA D8,D8,209517 8,FRESA,2,NUOVO,DIAMANTATE 1,
BRCL01533C,RAFF,DISCO FRESA 240,D240,VD240SE,DISCO,3,NUOVO,CASS.SPARKWING,
BRCL01616C,RAFF,INSERTO TONDO RHHT1605MOFN-P IN05S INSERTI,RHHT1605MOFN,5866591,INSERTI FRESA,20,NUOVO,INSERTI FRESA,
BRCL01197C,FIMU,KENNAMETAL INSERTI FRESA SFERICI D20,D20,KDMB20M0ERLD,INSERTI FRESA,6,NUOVO,INSERTI FRESA,
BRCL01622C,METECH,"LANG Quick•Point® 96, Perni di serraggio",,BP0000186,PERNO DI FISSAGGIO,19,NUOVO,MOBILE LANG,
BRCL01592C,RAFF,HZ FRESA SPECIALE KEVLAR EUROMALE,D6,161060060,FRESA KEVLAR,3,NUOVO,DIAMANTATE 1,
BRCL01242C,CERATIZIT,PUNTA AD ELEVATE PRESTAZIONI D5  CARBONIO,D5,1170205000,PUNTA,3,NUOVO,CASS.IR27,
,KOMET,KOMET ALESATORE D6,D6,40410060,ALESATORE,2,USATO,ALESATORI,
BRCL000400000052,FIMU ,GHURING MASCHIO M12 6HX,M12,"2909 12,000 DIN 376",MASCHIO ,2,NUOVO,MASCHI,
BRCL01621C,HZ,HZ FRESA NUDA  D8 ,D8,065AHOXL080,FRESA ,0,NUOVO,FRESA METALLI1,
BRCL01239C,,PUNTA CRESTA DI GALLO D5.1,D5.1,120010,PUNTA,1,NUOVO,PUNTE3,
BRCL01589C,RAFF,Inserto per tornitura in diamante  RCGW 0803,,CVD DP20230-0002,INSERTI FRESA,14,NUOVO,CASS.DUCATI,
BRCL01292C,HOFFMAN,GARANT FRESA TOROIDALE HMI D10 R1.5,D10 R1.5,206071 10/1.5,FRESA,9,NUOVO,CASS.DUCATI,
BRCL01288C,HOFFMAN,INSERTO PER TORNITURA CCT,,2060052 HU7315-1,INSERTI FRESA,39,NUOVO,CASS.DUCATI,
BRCL00463C,CERATIZIT,PUNTA AD ELEVATE PRESTAZIONI D6.8 5XD,D6.8,1170206800,PUNTA,19,NUOVO,CASS.DUCATI,
BRCL00564C,FIMU,SECO FRESA DIAMANTATA JARBO D16,D16,880160R020Z4,FRESA,17,NUOVO,CASS.IR27,
BRCL00200C,FIMU,MASCHIO GUHRING M6 6HX,M6 6HX,2909 6.000 DIN 371,MASCHIO ,20,NUOVO,CASS.DUCATI,
BRCL00576C,FIMU,SECO FRESA DA SGROSSO D8 DIAMANTATA,D8 R0.2,880080R020Z4.0,FRESA,1,NUOVO,CASS.DUCATI,
BRCL01417C,FIMU,GUHRING MASCHIO M10X1.25,M10X1.25,"2921-10,006DIN371",MASCHIO ,29,NUOVO,CASS.DUCATI,
BRCL01430C,HOFFMAN,GARANT FRESA SGROSSATURA SLOTMACHINE D8,D8 R0.2,205275 8,FRESA,4,NUOVO,CASS.DUCATI,
BRCL01636C,RAFF,FRESA SFERICA ROACHEL Z4 MAYURA D12,D12,,FRESA,1,NUOVO,FRESA METALLI2,
BRCL01635C,RAFF,FRESA SFERICA ROACHEL Z4 MAYURA D10,D10,,FRESA,2,NUOVO,FRESA METALLI2,
BRCL01059C,RAFF,RIME FRESA SFERICA D8,D8 R4,HM63/05 D8 R4,FRESA,1,NUOVO,CASS.DUCATI,
BRCL01618C,RAFF,PUNTA MAYURA SU MISURA D5.7,D5.7,,PUNTA,2,NUOVO,CASS KREATOR TORRE,
BRCL01645C,CERATIZIT,FRESA METALLI D10 R3,D10 R3,53711 10130 10R3,FRESA,4,NUOVO,CASS.DUCATI,
BRCL00687C,FIMU,GUHRING MASCHI M8 TITANIO,M8,2909 8000 DIN371,MASCHIO ,13,NUOVO,CASS.DUCATI,
BRCL00184C,CERATIZIT,FRESA SFERICA METALLI D8,D8 R4,5360808200,FRESA,10,NUOVO,CASS.DUCATI,
BRCL00384C,CERATIZIT,PUNTA AD ALTE PRESTAZIONI DD5,D5.7,10787050,PUNTA,7,NUOVO,CASS.DUCATI,
BRCL01163C,RAFF,SMUSSATORE HM D10 LT80,D10LT80,STD90 D10,SMUSSATORE,4,NUOVO,CASS.DUCATI,
BRCL01534C,RAFF,FRESA A T D12 Z3,D12,0285 FAT 12SP13,FRESA,2,NUOVO,CASS.DUCATI,
BRCL01572C,COROMANT ,INSERTO PER TORNITURA COROMANT,,RCGX 0803 M0 AL H10,INSERTI FRESA,7,NUOVO,CASS.DUCATI,
BRCL01655C,CERATIZIT,PUNTA AD ELEVATE PRESTAZIONI D4.2 5XD,D4.2,11 702 04200,PUNTA,3,NUOVO,CASS.IR27,
BRCL01654C,HOFFMAN,GARANT FRESA D10 METALLO DURO LUNGA,D10,202284 10,FRESA,1,NUOVO,FRESA METALLI1,
BRCL00054C,JONGEN,INSERTI RIVESTITI - JMB16-85R03-KD16,,JMB16 85R03 KD16,INSERTI FRESA,10,NUOVO,CASS.IR27,
BRCL00191C,HOFFMAN,GARANT FRESE COLLARINO GIALLO D4,D4,202272 4,FRESA,3,NUOVO,CASS.IR27,
BRCL01170C,HOFFMAN,GARANT FRESA DIAMANTATA SGROSSATURA D8M,D8,409548,FRESA,13,NUOVO,CASS.OPERCOLI,
,,FRESA PER CARBONIO D3 ,D4,394RO03R,FRESA,1,NUOVO,FRESA METALLI1,
,,FRESA PER CARBONIO D6 L2=16,D6,394RO06R-GR,FRESA,1,NUOVO,FRESA METALLI1,
BRCL0260C,HOFFMAN,GARANT FRESA DIAMANTATA D4,D4,209535 4,FRESA,1,NUOVO,DIAMANTATE 1,
BRCL01525C,RAFF,VARGUS FRESA A FILETTARE M5,M5,104-00352,FRESA A FILETTARE,3,NUOVO,CASS.JANUS,
,RAFF,KARNASCH PUNTA D4.5 L18,D4.5,,PUNTA,3,USATO,CASS.SPARKWING,
BRCL00084C,HOFFMAN,GARANT FRESA DIAMANTATA CARBONIO D4,D4,209548 4,FRESA,15,NUOVO,CASS.OPERCOLI (CHIAVI),
,RAFF,KARNASCH PUNTA D2.5 X14,D2.3,,PUNTA,1,NUOVO,PUNTE3,
BRCL01418C,HOFFMAN,FRESA GARANT (SPINGI-TIRA) DIAMANTATA D8,D8,29517 8,FRESA,1,USATO,DIAMANTATE 1,
BRCL01292C,HOFFMAN,GARANT FRESA TOROIDALE HMI DLC D10X1.5,D10,"206071 10/1,5",FRESA,1,USATO,FRESA METALLI1,
BRCL01295C,HOFFMAN,FRESA SFERICA D6 Z4 MAYURA,D6,2985,FRESA,1,NUOVO,FRESA METALLI2,
,HOFFMAN,SPPW PUNTA CRESTA DI GALLO D5 NO CARBONIO,D5,7311810500,PUNTA,2,NUOVO,PUNTE1,
BRCL000400000592,FIMU,GUHRING MASCHIO M6 X0.75,M6 X 0.75,"2903 6,004 DIN 371",MASCHIO ,1,NUOVO,MASCHI,
,HOFFMAN,SPPW FRESA SFERICA D10.5,D10.5,731 180 1050HC,FRESA,1,NUOVO,FRESA METALLI2,
BRCL00976C,FIMU ,SECO FRESA DIAMANTATA D8 R0.2,D8 R0.2,6240535 538,FRESA ,4,NUOVO,DIAMANTATE 1,
BRCL00981C,FIMU ,SECO FRESA DIAMANTATA D6 R0.2,D6 R0.2,6274832549,FRESA ,5,NUOVO,DIAMANTATE 1,
BRCL01356C,HOFFMAN,FRESA TOROIDALE D10 106225 10/05,D10,206255 10/0.5,FRESA ,2,NUOVO,CASS.IR27,
,HOFFMAN,HOLEX MASCHIO D12X1.5,D12X1.5,6726303671,MASCHIO,2,NUOVO ,MASCHI,
BRCL000400000194,HOFFMAN,WRK PUNTA D4.5,D4.5,A1104.5,PUNTA,4,NUOVO ,PUNTE1,
BRCL000400000201,HOFFMAN,WRK PUNTA D10 HSS DIN 338,D10,A111010,PUNTA,1,NUOVO,PUNTE1,
BRCL000400000205,HOFFMAN,WRK PUNTA D14 HSS DIN 338,D14,A111014,PUNTA,1,NUOVO,PUNTE1,
BRCL000400000200,HOFFMAN,WRK PUNTA D6.5 HSS DIN 338,D6.5,,PUNTA,1,NUOVO,PUNTE2,
,HOFFMAN,HOLEX PUNTA D3.2,D3.2,1140003.2,PUNTA,8,NUOVO,PUNTE1,
BRCL000400000196,HOFFMAN,WRK PUNTA D5.5,D5.5,A1105.5,PUNTA,4,NUOVO,PUNTE1,
BRCL000400000190,HOFFMAN,HOLEX PUNTA D3.3 HSS,D3.3,327742,PUNTA,8,NUOVO,PUNTE1,
,HOFFMAN,HOLEX PUNTA D1,D1,1140001,PUNTA,13,NUOVO,PUNTE1,
BRCL000400000195,HOFFMAN,WRK PUNTA D5.00 HSS,D5,A11105,PUNTA,6,NUOVO,PUNTE1,
,HOFFMAN,HOLEX MASCHIO D20 X 1.5,D20 X1.5,130500 20X1.5,MASCHIO,2,USATO,MASCHI,
,HOFFMAN,HOLEX MASCHIO D8 X 1,D8X1,120500 8X1,MASCHIO,2,NUOVO,MASCHI,
BRCL000400000191,HOFFMAN,WRK PUNTE D3.5,D3.5,A1103.5,PUNTA,1,NUOVO,PUNTE1,
,HOFFMAN,HOLEX PUNTA D3.2,D3.2,,PUNTA,10,NUOVO,PUNTE1,
BRCL000400000189,HOFFMAN,WRK PUNTA D3.00,D3,11103,PUNTA,3,NUOVO,PUNTE1,
,CERATIZIT,WNT FRESA PER POLIMERI D6,D6,50 946 060,FRESA,3,NUOVO,FRESE METALLI 1,
BRCL01569C,CERATIZIT,PUNTA SPECIALE CARBONIO D8.8,D8.8,11 715 08800 ,PUNTA,9,NUOVO,CASS.DUCATI,
BRCL01075C,RAFF,                     OSG PUNTE METALLO DURO D3.2,D3.2,8684320,PUNTA,4,NUOVO,NIMBUS,
BRCL00985C,FIMU,GUHRING PUNTA MD D5.1,D5.1,5768-5.100,PUNTA,1,NUOVO,CASS. NIMBUS,
BRCL01437C,RAFF,YG PUNTA D14.1X16X83Z133,D14,DH408141,PUNTA,4,NUOVO,CASS.IR27,
BRCL00085C,HOFFMAN,GARANT FRESA DIAMANTATA D6,D6,209548 6,FRESA,4,NUOVO,DIAMANTATE 1,
BRCL00086C,HOFFMAN,GARANT FRESA DIAMANTATA D8,D8,209548 8,FRESA,3,NUOVO,DIAMANTATE1,
BRCL01695C,FIMU,FRESA A FILETTARE CAMEX C27 13,,MTS 10092 C27 13,FRESA A FILETTARE,1,NUOVO,CASS.IR27,
,,FRESA KARNASCH RIAFFILATA D8,D8,,FRESA,2,RIAFFILATA,DIAMANTATE1,
,,FRESA KARNASCH D8,D8,,FRESA,2,NUOVO,DIAMANTATE1,
,,FRESA KARNASCH RIAFFILATA D6,D6,,FRESA,2,RIAFFILATA,DIAMANTATE 1,
BRCL00729C,F.I.M.U S.R.L,LAMA BSF-M-B-1D-8.0 IN MD RIVESTITO,,BSF-M-B-1D-8.0,INSERTI FRESA,5,NUOVO,CASS.IR27,
BRCL01531C,HOFFMAN,HST fresa speciale kevlar D4 X14X50,,119p.040041450,FRESA,2,NUOVO,carmine,
,FIMU,INSERTI PER FRESA D80 ,,SNHQ110202ER4-E05,INSERTI FRESA,16,NUOVO,INSERTI FRESA,
,,FRESA A GRATTUGIA DIAMANTATA D6X35,D6,,FRESA,6,NUOVO,DIAMANTATE 1,
,,PUNTA CON INSERTO IN DIAMANTE MONOCRISTALLINO,D12,,PUNTA,1,USATO,PUNTE2,
,,PUNTA CON INSERTO IN DIAMANTE MONOCRISTALLINO,D8.5,,PUNTA,1,USATO,PUNTE1,
,,CERIN FRESA DIAMANTATA (STILE KARNASCH)D8,D8.5,,FRESA,1,NUOVO,DIAMANTATE1,
BRCL00976C,FIMU ,SECO FRESA DIAMANTATA D8 R0.2,D8 R0.2,6240535 538,FRESA ,2,USATO,DIAMANTATE 1,
,FIMU ,SECO FRESA DIAMANTATA D8 R0.2(SPINGI),D8 R0.2,,FRESA ,2,USATO,DIAMANTATE1,
BRCL01685C,FIMU ,FRESA DC SPECIALE FORA E FILETTA D1/2 13,1/2 13,ZBGF6065VS UNC 1/2 13,FRESA,1,NUOVO,CASS.IR27,
BRCL01512C,FIMU ,MASCHIO 5/16 -24 3B,5/16 24 3B,Q360VS-3 EG UNF5/16,MASCHIO,2,NUOVO,CASS.IR27,
,CERATIZIT,WNT FRESA METALLO DURO D5 LUNGA,D5,53 711 05410,FRESA,1,USATO,FRESE METALLI 1,
,CERATIZIT,"WNT FRESA METALLO DURO D3,5 LUNGA","D3,5",53 617 03900,FRESA,1,USATO,FRESE METALLI 1,
,FIMU ,FRESA M4 WHR,D4,,FRESA,1,RIAFFILATA,NIMBUS,
,BURZONI,PUNTA TD850GP 1250 KR60,D12.5,,PUNTA,1,NUOVO,PUNTE1,
,CERATIZIT,PUNTA D10.5 FORATA ALTE PRESTAZIONI,D10.5,11 702 10000,PUNTA,1,NUOVO,PUNTE1,
,CERATIZIT,PUNTA D4.3 METALLO DURO,D4.3,,PUNTA,1,NUOVO,PUNTE1,
,BURZONI,PUNTA TD850GP 0780 KR60,D7.8,,PUNTA,1,NUOVO,PUNTE1,
,,CERIN PUNTA CRESTA DI GALLO NUDA D12,D12,,PUNTA,1,USATO,PUNTE2,
,,ALESATORE D20,D20,,ALESATORE,1,USATO,ALESATORI,
,,PUNTA D20 METALLO DURO,D20,,PUNTA,1,USATO,PUNTE2,
,,SVASATORE A INSERTI TRIANGOLARI 90°,,,SVASATORE,1,USATO,SVASATORI,
,,ALESATORE METALLO DURO D11,D11,,ALESATORI,1,USATO,ALESATORI,
BRCL01683C,FIMU,SECO FRESA DIAMANTATA SPINGI D6,D6,JC885060D2R02,FRESA,4,NUOVO,NIMBUS,
BRCL00981C,FIMU,SECO FRESA DIAMANTATA TIRA D6,D6,880060R020Z4.0,FRESA,4,NUOVO,NIMBUS,
BRCL01681C,FIMU,SECO FRESA DIAMANTATA TIRA D4,D4,880040R020Z4.0,FRESA,4,NUOVO,NIMBUS,
BRCL01682C,FIMU,SECO FRESA DIAMANTATA SPINGI D4,D4,JC885040D2R020.0Z4,FRESA,4,NUOVO,NIMBUS,
BRCL00944C,FIMU ,SECO INSERTI FRESA XOEX10T331FR-E05 H15,,XOEX10T331FR-E05,INSERTI FRESA,20,NUOVO,DUCATI,
BRCL00976C,FIMU,SECO FRESA DIAMANTATA SPINGI D8,D8,JC885080D2R020.0Z4,FRESA,3,NUOVO,NIMBUS,
BRCL00985C,FIMU,GUHRING PUNTA MD D5.1,D5.1,"5768 5,100",PUNTA,2,NUOVO,,
BRCL01418C,HOFFMAN,GARANT FRESA SPINGI TIRA D8,D8,209517 8,FRESA,2,USATO,DIAMANTATE 1,
