Descrizione Originale,Tipologia,Forma,Diametro,Diametro Nominale,Raggio,Passo,Tolleranza,Lunghezza,Angolo,Rotazione,Materiale,Rivestimento,Stato,Ubicazione,Codice,Serial Number,Fornitore,Quantità,Lavorazione,Sistema di misura,Alias,Check
FRESA SFERICA D3 R1.5,Fresa,Sferica,D3,3.0,1.5,,,,,Dx,,,USATO,BELOTTIC7,,,,1,Fresatura,Metrico,FRESA SFERICA D3 R1.5,
FRESA PIATTA D18.5,Fresa,Candela,D18.5,18.5,,,,,,Dx,,,USATO,BELOTTIC7,,,,1,Fresatura,Metrico,FRESA PIATTA D18.5,PIATTA
FRESA DA TAGLIO D40X2,Fresa,Candela,D40,40.0,,2.0,,,,Dx,,,USATO,BELOTTIC7,,,,1,Fresatura,Metrico,FRESA DA TAGLIO D40X2,TAGLIO D40X2 DA
FRESA PIATTA D20,Fresa,Candela,D20,20.0,,,,,,Dx,,,RIAFFILATA,BELOTTIC7,,,,1,Fresatura,Metrico,FRESA PIATTA D20,PIATTA
FRESA PIATTA D16,Fresa,Candela,D16,16.0,,,,,,Dx,,,USATO,BELOTTIC7,,,,1,Fresatura,Metrico,FRESA PIATTA D16,PIATTA
FRESA PIATTA D18,Fresa,Candela,D18,18.0,,,,,,Dx,,,USATO,BELOTTIC7,,,,1,Fresatura,Metrico,FRESA PIATTA D18,PIATTA
FRESA SFERICA D10 R5,Fresa,Sferica,D10,10.0,5.0,,,,,Dx,,,USATO,BELOTTIC7,,,,1,Fresatura,Metrico,FRESA SFERICA D10 R5,
WNT FRESA SFERICA D6 R3,Fresa,Sferica,D6,6.0,3.0,,,,,Dx,,,USATO,BELOTTIC7,,,CERATIZIT,1,Fresatura,Metrico,WNT FRESA SFERICA D6 R3,WNT
FRESA SFERICA D8 R4,Fresa,Sferica,D8,8.0,4.0,,,,,Dx,,,USATO,BELOTTIC7,,SN 080 L MDI,BURZONI,4,Fresatura,Metrico,FRESA SFERICA D8 R4,
FRESA SFERICA D8 R4,Fresa,Sferica,D8,8.0,4.0,,,,,Dx,,,RIAFFILATA,BELOTTIC7,,,,1,Fresatura,Metrico,FRESA SFERICA D8 R4,
FRESA SFERICA D8 R4 Q/F,Fresa,Sferica,D8,8.0,4.0,,,,,Dx,,,RIAFFILATA,BELOTTIC7,,,HANITA,1,Fresatura,Metrico,FRESA SFERICA D8 R4 Q/F,Q F
FRESA A INSERTI D12,Fresa,Inserti,D12,12.0,,,,,,Dx,,,USATO,BELOTTIC7,,,,1,Fresatura,Metrico,FRESA A INSERTI D12,A
FRESA SFERICA D12 R1.5 X85,Fresa,Torica,D12,12.0,1.5,85.0,,,,Dx,,,USATO,BELOTTIC7,,,UOP,1,Fresatura,Metrico,FRESA SFERICA D12 R1.5 X85,SFERICA
PUNTA MDI D5.4,Punta,,D5.4,5.4,,,,,,Dx,METALLO DURO,,USATO,BELOTTIC7,,,,1,Foratura,Metrico,PUNTA MDI D5.4,MDI
PUNTA MDI D13,Punta,,D13,13.0,,,,,,Dx,METALLO DURO,,USATO,BELOTTIC7,,,,1,Foratura,Metrico,PUNTA MDI D13,MDI
PUNTA MDI D16.6,Punta,,D16.6,16.6,,,,,,Dx,METALLO DURO,,USATO,BELOTTIC7,,,CASAPPA,1,Foratura,Metrico,PUNTA MDI D16.6,MDI
FRESA A INSERTI D20,Fresa,Inserti,D20,20.0,,,,,,Dx,,,USATO,BELOTTIC7,,,,1,Fresatura,Metrico,FRESA A INSERTI D20,A
FRESA SFERICA D19.5 R9.75,Fresa,Sferica,D19.5,19.5,9.75,,,,,Dx,,,USATO,BELOTTIC7,,,,1,Fresatura,Metrico,FRESA SFERICA D19.5 R9.75,
FRESA SFERICA D20 R10,Fresa,Sferica,D20,20.0,10.0,,,,,Dx,,,USATO,BELOTTIC7,,,,1,Fresatura,Metrico,FRESA SFERICA D20 R10,
FRESA SFERICA D18 R9,Fresa,Sferica,D18,18.0,9.0,,,,,Dx,,,USATO,BELOTTIC7,,,,2,Fresatura,Metrico,FRESA SFERICA D18 R9,
FRESA PIATTA A INSERTI D54,Fresa,Inserti,D54,54.0,,,,,,Dx,,,USATO,BELOTTIC7,,,,1,Fresatura,Metrico,FRESA PIATTA A INSERTI D54,PIATTA A
FRESA PIATTA D20,Fresa,Candela,D20,20.0,,,,,,Dx,,,USATO,BELOTTIC7,,,,1,Fresatura,Metrico,FRESA PIATTA D20,PIATTA
FRESA SFERICA D2O R10,Fresa,Sferica,D20,20.0,10.0,,,,,Dx,,,USATO,BELOTTIC7,,,,1,Fresatura,Metrico,FRESA SFERICA D2O R10,D2O
FRESA PIATTA D19,Fresa,Candela,D19,19.0,,,,,,Dx,,,RIAFFILATA,BELOTTIC7,,,,1,Fresatura,Metrico,FRESA PIATTA D19,PIATTA
FRESA PIATTA D12 MKS,Fresa,Candela,D12,12.0,,,,,,Dx,,,USATO,BELOTTIC8,,,RIME,1,Fresatura,Metrico,FRESA PIATTA D12 MKS,PIATTA MKS
FRESA PIATTA D10,Fresa,Candela,D10,10.0,,,,,,Dx,,,USATO,BELOTTIC8,,,,1,Fresatura,Metrico,FRESA PIATTA D10,PIATTA
FRESA PIATTA D1.5X8,Fresa,Candela,D1,1.0,,8.0,,,,Dx,,,NUOVO,BELOTTIC8,,"HM84/15,05",RIME,1,Fresatura,Metrico,FRESA PIATTA D1.5X8,PIATTA 5X8
FRESA PIATTA D6 MKS,Fresa,Candela,D6,6.0,,,,,,Dx,,,USATO,BELOTTIC8,,138860,RIME,1,Fresatura,Metrico,FRESA PIATTA D6 MKS,PIATTA MKS
FRESA PIATTA D6 KP60,Fresa,Candela,D6,6.0,,,,,,Dx,,,USATO,BELOTTIC8,,"T43 D6,0 KP60",BURZONI,1,Fresatura,Metrico,FRESA PIATTA D6 KP60,PIATTA
WNT FRESA PIATTA D10,Fresa,Candela,D10,10.0,,,,,,Dx,,,USATO,BELOTTIC8,,93398732,CERATIZIT,2,Fresatura,Metrico,WNT FRESA PIATTA D10,PIATTA WNT
FRESA PIATTA D12 MDI,Fresa,Candela,D12,12.0,,,,,,Dx,METALLO DURO,,USATO,BELOTTIC8,,RUN 120 MDI,BURZONI,1,Fresatura,Metrico,FRESA PIATTA D12 MDI,MDI PIATTA
FRESA PIATTA D10,Fresa,Candela,D10,10.0,,,,,,Dx,,,USATO,BELOTTIC8,,TMDG 41100 MDI,BURZONI,2,Fresatura,Metrico,FRESA PIATTA D10,PIATTA
FRESA PIATTA D12,Fresa,Candela,D12,12.0,,,,,,Dx,,,USATO,BELOTTIC8,,TMDG 41120 MDI,BURZONI,9,Fresatura,Metrico,FRESA PIATTA D12,PIATTA
FRESA PIATTA D10,Fresa,Candela,D10,10.0,,,,,,Dx,,,USATO,BELOTTIC8,,ALU3 W 100 L R02 MDI,BURZONI,1,Fresatura,Metrico,FRESA PIATTA D10,PIATTA
FRESA SFERICA D8 R1 MKS,Fresa,Torica,D8,8.0,1.0,,,,,Dx,,,USATO,BELOTTIC8,,HM73 8 R1 MKS 1728,RIME,1,Fresatura,Metrico,FRESA SFERICA D8 R1 MKS,MKS SFERICA
WNT FRESA SFERICA D8 R2,Fresa,Torica,D8,8.0,2.0,,,,,Dx,,,USATO,BELOTTIC8,,93718634,CERATIZIT,1,Fresatura,Metrico,WNT FRESA SFERICA D8 R2,SFERICA WNT
WNT FRESA PIATTA D6,Fresa,Candela,D6,6.0,,,,,,Dx,,,USATO,BELOTTIC8,,53 524 060,CERATIZIT,1,Fresatura,Metrico,WNT FRESA PIATTA D6,PIATTA WNT
FRESA PIATTA D6 K/P,Fresa,Candela,D6,6.0,,,,,,Dx,,,USATO,BELOTTIC8,,,TKN,1,Fresatura,Metrico,FRESA PIATTA D6 K/P,PIATTA K P
FRESA PIATTA D6 R3,Fresa,Sferica,D6,6.0,3.0,,,,,Dx,,,USATO,BELOTTIC8,,,TUNGLOY,1,Fresatura,Metrico,FRESA PIATTA D6 R3,PIATTA
SECO FRESA DIAMANTA D8 R0.2,Fresa,Torica,D8,8.0,0.2,,,,,Dx,,Diamante,NUOVO,DIAMANTATE1,BRCL00976C,624053 538,FIMU,4,Fresatura,Metrico,SECO FRESA DIAMANTA D8 R0.2,SECO DIAMANTA
MASCHIO M16 6HX,Maschio,,M16,16.0,,,6HX,,,Dx,,,NUOVO,MASCHI,BRCL01484,23543240,FIMU,2,Filettatura,Metrico,MASCHIO M16 6HX,
FRESA SPECIALE PANNELLI,Fresa,Candela,D16,16.0,,,,,,Dx,,,USATO,PUNTE1.6 PANNELLI,,02985-FAT,RAFF,1,Fresatura,Metrico,FRESA SPECIALE PANNELLI,SPECIALE PANNELLI
GARANT FRESA METALLO DURO D3,Fresa,Candela,D3,3.0,,,,,,Dx,METALLO DURO,,NUOVO,FRESE METALLI1,,,HOFFMAN,2,Fresatura,Metrico,GARANT FRESA METALLO DURO D3,GARANT
TRACCIATORE TOMOSURI,Tracciatore,,D6,6.0,,,,,,Dx,,,NUOVO,PUNTE1.6 PANNELLI,,02985 40°,RAFF,1,,Metrico,TRACCIATORE TOMOSURI,TOMOSURI
PUNTA DIAMANTATA CRESTA DI GALLO D10.5,Punta,,D10.5,10.5,,,,,,Dx,,Diamante,NUOVO,PUNTE3,,731 180 1050HC,SPPW,2,Foratura,Metrico,PUNTA DIAMANTATA CRESTA DI GALLO D10.5,CRESTA DIAMANTATA GALLO DI
FRESA CARBONIO D8X25 63G8,Fresa,Candela,D8,8.0,,25.0,,,,Dx,CARBONIO,,NUOVO,BELOTTIC8,,6V410825667500000000,,1,Fresatura,Metrico,FRESA CARBONIO D8X25 63G8,D8X25 63G8
KARNASH FRESA DIAMANTATA D6 L2,Fresa,Candela,D6,6.0,,,,,,Dx,,Diamante,USATO,BELOTTIC8,,29 1763 406,RAFF,1,Fresatura,Metrico,KARNASH FRESA DIAMANTATA D6 L2,DIAMANTATA KARNASH
FRESA PIATTA MDI D4,Fresa,Candela,D4,4.0,,,,,,Dx,METALLO DURO,,USATO,BELOTTIC8,,TMDG 41040 MDI,BURZONI,1,Fresatura,Metrico,FRESA PIATTA MDI D4,MDI PIATTA
FRESA PIATTA MDI D4,Fresa,Candela,D4,4.0,,,,,,Dx,METALLO DURO,,USATO,BELOTTIC8,,RUN 040 MDI,BURZONI,1,Fresatura,Metrico,FRESA PIATTA MDI D4,MDI PIATTA
FRESA PIATTA MDI D3X7,Fresa,Candela,D3,3.0,,7.0,,,,Dx,METALLO DURO,,USATO,BELOTTIC8,,H4033217,,1,Fresatura,Metrico,FRESA PIATTA MDI D3X7,MDI PIATTA D3X7
FRESA PIATTA MDI D3,Fresa,Candela,D3,3.0,,,,,,Dx,METALLO DURO,,USATO,BELOTTIC8,,TMDG 31030 MDI,BURZONI,1,Fresatura,Metrico,FRESA PIATTA MDI D3,MDI PIATTA
FRESA PIATTA MDI D2,Fresa,Candela,D2,2.0,,,,,,Dx,METALLO DURO,,USATO,BELOTTIC8,,LTG 020 030 MDI,BURZONI,1,Fresatura,Metrico,FRESA PIATTA MDI D2,MDI PIATTA
FRESA PIATTA MDI D1.2,Fresa,Candela,D1.2,1.2,,,,,,Dx,METALLO DURO,,USATO,BELOTTIC8,,TMB214 0120 MDI,BURZONI,1,Fresatura,Metrico,FRESA PIATTA MDI D1.2,MDI PIATTA
PUNTA MDI D9 HSSE,Punta,,D9,9.0,,,,,,Dx,METALLO DURO,,USATO,BELOTTIC8,,T43 0900 HSSE KP60,BURZONI,1,Foratura,Metrico,PUNTA MDI D9 HSSE,MDI HSSE
PUNTA MDI D8.5 HSSE,Punta,,D8.5,8.5,,,,,,Dx,METALLO DURO,,USATO,BELOTTIC8,,T43 0850 HSSE,BURZONI,1,Foratura,Metrico,PUNTA MDI D8.5 HSSE,MDI HSSE
PUNTA MDI D6.5 HSSE,Punta,,D6.5,6.5,,,,,,Dx,METALLO DURO,,USATO,BELOTTIC8,,T43 0650 HSSE,BURZONI,1,Foratura,Metrico,PUNTA MDI D6.5 HSSE,MDI HSSE
PUNTA PLASTICA D6,Punta,,D6,6.0,,,,,,Dx,,,USATO,BELOTTIC8,,,CERIN,1,Foratura,Metrico,PUNTA PLASTICA D6,PLASTICA
PUNTA PLASTICA D6,Punta,,D6,6.0,,,,,,Dx,,,USATO,BELOTTIC8,,,,1,Foratura,Metrico,PUNTA PLASTICA D6,PLASTICA
PUNTA PLASTICA D6,Punta,,D6,6.0,,,,,,Dx,,,USATO,BELOTTIC8,,,,1,Foratura,Metrico,PUNTA PLASTICA D6,PLASTICA
PUNTA MDI D5.2,Punta,,D5.2,5.2,,,,,,Dx,METALLO DURO,,USATO,BELOTTIC8,,TD850 GP 0520 MDI,BURZONI,1,Foratura,Metrico,PUNTA MDI D5.2,MDI
PUNTA MDI D5.2 KP60,Punta,,D5.2,5.2,,,,,,Dx,METALLO DURO,,USATO,BELOTTIC8,,T43 D5.2 KP60,BURZONI,1,Foratura,Metrico,PUNTA MDI D5.2 KP60,MDI
PUNTA MDI D5 HSSE,Punta,,D5,5.0,,,,,,Dx,METALLO DURO,,USATO,BELOTTIC8,,T43 0500 HSSE,BURZONI,1,Foratura,Metrico,PUNTA MDI D5 HSSE,MDI HSSE
PUNTA MDI D4.4,Punta,,D4.4,4.4,,,,,,Dx,METALLO DURO,,USATO,BELOTTIC8,,TD850 GP 0440 MDI,BURZONI,1,Foratura,Metrico,PUNTA MDI D4.4,MDI
PUNTA MDI D4.1,Punta,,D4.1,4.1,,,,,,Dx,METALLO DURO,,USATO,BELOTTIC8,,,,4,Foratura,Metrico,PUNTA MDI D4.1,MDI
PUNTA MDI D3.3,Punta,,D3.3,3.3,,,,,,Dx,METALLO DURO,,USATO,BELOTTIC8,,TD850 GP 0330 MDI,BURZONI,2,Foratura,Metrico,PUNTA MDI D3.3,MDI
PUNTA MDI D3,Punta,,D3,3.0,,,,,,Dx,METALLO DURO,,USATO,BELOTTIC8,,HM9SP/03,RIME,1,Foratura,Metrico,PUNTA MDI D3,MDI
SVASATORE D12.4,Svasatore,,D12.4,12.4,,,,,,Dx,,,USATO,BELOTTIC8,,T S90 1240 KP60,BURZONI,2,,Metrico,SVASATORE D12.4,
FRESA PIATTA MDI D16,Fresa,Candela,D16,16.0,,,,,,Dx,METALLO DURO,,USATO,BELOTTIC8,,TMDG 41160 MDI,BURZONI,1,Fresatura,Metrico,FRESA PIATTA MDI D16,MDI PIATTA
KARNASH FRESA PIATTA MDI D16,Fresa,Candela,D16,16.0,,,,,,Dx,METALLO DURO,,USATO,BELOTTIC8,,"29,1753 3052391482",RAFF,1,Fresatura,Metrico,KARNASH FRESA PIATTA MDI D16,MDI PIATTA KARNASH
SVASATORE D18.8 X 82°,Svasatore,,D18.8,18.8,,82.0,,,82°,Dx,,,USATO,BELOTTIC8,,,OMAL,1,,Metrico,SVASATORE D18.8 X 82°,X
FRESA PIATTA X CARBONIO D8,Fresa,Candela,D8,8.0,,,,,,Dx,CARBONIO,,NUOVO,BELOTTIC8,,XN.080.025.080XT,,1,Fresatura,Metrico,FRESA PIATTA X CARBONIO D8,X PIATTA
WNT  PUNTA MDI D6.8,Punta,,D6.8,6.8,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,11 703 06800,CERATIZIT,1,Foratura,Metrico,WNT  PUNTA MDI D6.8,MDI WNT
PUNTA D5.5,Punta,,D5.5,5.5,,,,,,Dx,,,USATO,EXTREMA1,,,,1,Foratura,Metrico,PUNTA D5.5,
PUNTA D5,Punta,,D5,5.0,,,,,,Dx,,,USATO,EXTREMA1,,,,1,Foratura,Metrico,PUNTA D5,
PUNTA MDI D6.1,Punta,,D6.1,6.1,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,TD850 0610 MDI,BURZONI,1,Foratura,Metrico,PUNTA MDI D6.1,MDI
PUNTA MDI D6.8,Punta,,D6.8,6.8,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,,,1,Foratura,Metrico,PUNTA MDI D6.8,MDI
PUNTA MDI D5.5,Punta,,D5.5,5.5,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,,HOFFMAN,1,Foratura,Metrico,PUNTA MDI D5.5,MDI
PUNTA NON RIVESTITA D9,Punta,,D9,9.0,,,,,,Dx,,,USATO,EXTREMA1,,,,1,Foratura,Metrico,PUNTA NON RIVESTITA D9,NON RIVESTITA
PUNTA NON RIVESTITA D12,Punta,,D12,12.0,,,,,,Dx,,,USATO,EXTREMA1,,,,1,Foratura,Metrico,PUNTA NON RIVESTITA D12,NON RIVESTITA
PUNTA HSS D8.5,Punta,,D8.5,8.5,,,,,,Dx,HSS,,USATO,EXTREMA1,,,,1,Foratura,Metrico,PUNTA HSS D8.5,
PUNTA MDI D6,Punta,,D6,6.0,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,TD650 0600 MDI,BURZONI,1,Foratura,Metrico,PUNTA MDI D6,MDI
WNT PUNTA MDI D7,Punta,,D7,7.0,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,BRCL000400000408,10734076,CERATIZIT,1,Foratura,Metrico,WNT PUNTA MDI D7,MDI WNT
PUNTA HSS D12.5,Punta,,D12.5,12.5,,,,,,Dx,HSS,,USATO,EXTREMA1,,,,1,Foratura,Metrico,PUNTA HSS D12.5,
PUNTA HSSE D12,Punta,,D12,12.0,,,,,,Dx,HSSE,,USATO,EXTREMA1,,T43 1200 HSSE,BURZONI,2,Foratura,Metrico,PUNTA HSSE D12,
SVASATORE D20 X 82,Svasatore,,D20,20.0,,82.0,,,,Dx,,,USATO,EXTREMA1,,,,2,,Metrico,SVASATORE D20 X 82,X
PUNTA MDI D4.2,Punta,,D4.2,4.2,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,TD850 GP 0420 MDI,BURZONI,6,Foratura,Metrico,PUNTA MDI D4.2,MDI
PUNTA MDI D 5.5,Punta,,D5.5,5.5,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,TD850 GP 0550 MDI,BURZONI,3,Foratura,Metrico,PUNTA MDI D 5.5,MDI D
PUNTA MDI D6,Punta,,D6,6.0,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,TD850 GP 0600 MDI,BURZONI,1,Foratura,Metrico,PUNTA MDI D6,MDI
PUNTA MDI D 5.4,Punta,,D5.4,5.4,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,,,4,Foratura,Metrico,PUNTA MDI D 5.4,MDI D
PUNTA MDI D5,Punta,,D5,5.0,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,,T-RED,1,Foratura,Metrico,PUNTA MDI D5,MDI
PUNTA MDI D5.5,Punta,,D5.5,5.5,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,,UOP,1,Foratura,Metrico,PUNTA MDI D5.5,MDI
PUNTA MDI D5.2,Punta,,D5.2,5.2,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,TD850 GP 0520 MDI,BURZONI,1,Foratura,Metrico,PUNTA MDI D5.2,MDI
PUNTA MDI D4,Punta,,D4,4.0,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,TD 850 GP 0400 MDI,BURZONI,1,Foratura,Metrico,PUNTA MDI D4,MDI
WNT PUNTA MDI D4.2,Punta,,D4.2,4.2,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,11 702 04200,CERATIZIT,1,Foratura,Metrico,WNT PUNTA MDI D4.2,MDI WNT
PUNTA MDI D4.2,Punta,,D4.2,4.2,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,TD850 0420 MDI,TUNGLOY,1,Foratura,Metrico,PUNTA MDI D4.2,MDI
WNT PUNTA MDI D4.35,Punta,,D4.35,4.35,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,10731843,CERATIZIT,1,Foratura,Metrico,WNT PUNTA MDI D4.35,MDI WNT
PUNTA MDI D6.1,Punta,,D6.1,6.1,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,DH404061,,1,Foratura,Metrico,PUNTA MDI D6.1,MDI
PUNTA MDI D9.1,Punta,,D9.1,9.1,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,TD850 GP 0910 MDI,BURZONI,1,Foratura,Metrico,PUNTA MDI D9.1,MDI
PUNTA MDI D8,Punta,,D8,8.0,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,TD850 GP 0800 MDI,BURZONI,1,Foratura,Metrico,PUNTA MDI D8,MDI
PUNTA MDI D7.8,Punta,,D7.8,7.8,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,TD850 GP 0780 MDI,BURZONI,1,Foratura,Metrico,PUNTA MDI D7.8,MDI
WNT PUNTA MDI D8.5,Punta,,D8.5,8.5,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,11 702 08500,CERATIZIT,1,Foratura,Metrico,WNT PUNTA MDI D8.5,MDI WNT
WNT PUNTA MDI D8,Punta,,D8,8.0,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,11 704 080000,CERATIZIT,1,Foratura,Metrico,WNT PUNTA MDI D8,MDI WNT
PUNTA MDI D8.4,Punta,,D8.4,8.4,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,DH404084,,1,Foratura,Metrico,PUNTA MDI D8.4,MDI
PUNTA MDI D8.45,Punta,,D8.45,8.45,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,,,1,Foratura,Metrico,PUNTA MDI D8.45,MDI
PUNTA MDI D8,Punta,,D8,8.0,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,,,1,Foratura,Metrico,PUNTA MDI D8,MDI
PUNTA MDI D7.6,Punta,,D7.6,7.6,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,,,1,Foratura,Metrico,PUNTA MDI D7.6,MDI
PUNTA MDI D7.1,Punta,,D7.1,7.1,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,TD 850 0710,TUNGLOY,2,Foratura,Metrico,PUNTA MDI D7.1,MDI
PUNTA MDI D8.5 HSSE,Punta,,D8.5,8.5,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,T43 0850 HSSE,BURZONI,1,Foratura,Metrico,PUNTA MDI D8.5 HSSE,MDI HSSE
PUNTA MDI D7.5,Punta,,D7.5,7.5,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,B966A07500 KC7315,,1,Foratura,Metrico,PUNTA MDI D7.5,MDI
PUNTA MDI D7.1,Punta,,D7.1,7.1,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,B966A07100 KC7315,,1,Foratura,Metrico,PUNTA MDI D7.1,MDI
PUNTA MDI D7.8,Punta,,D7.8,7.8,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,,T-RED,1,Foratura,Metrico,PUNTA MDI D7.8,MDI
PUNTA MDI D7.6,Punta,,D7.6,7.6,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,TD850 0760 MDI,TUNGLOY,1,Foratura,Metrico,PUNTA MDI D7.6,MDI
PUNTA MDI D9.8,Punta,,D9.8,9.8,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,,,1,Foratura,Metrico,PUNTA MDI D9.8,MDI
PUNTA MDI D6,Punta,,D6,6.0,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,TD850 GP 0600 MDI,BURZONI,2,Foratura,Metrico,PUNTA MDI D6,MDI
PUNTA MDI D6.3,Punta,,D6.3,6.3,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,TD850 GP 0630 MDI,BURZONI,3,Foratura,Metrico,PUNTA MDI D6.3,MDI
PUNTA MDI D6.3,Punta,,D6.3,6.3,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,TD880 GP 0630 MDI,BURZONI,1,Foratura,Metrico,PUNTA MDI D6.3,MDI
PUNTA MDI D6.5,Punta,,D6.5,6.5,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,TD850 GP 0650 MDI,BURZONI,1,Foratura,Metrico,PUNTA MDI D6.5,MDI
PUNTA MDI D6.8,Punta,,D6.8,6.8,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,TD850 GP 0680 MDI,BURZONI,2,Foratura,Metrico,PUNTA MDI D6.8,MDI
WNT PUNTA MDI D6.2,Punta,,D6.2,6.2,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,11 702 06200,CERATIZIT,1,Foratura,Metrico,WNT PUNTA MDI D6.2,MDI WNT
PUNTA MDI D6,Punta,,D6,6.0,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,TD850 0600 MDI,TUNGLOY,1,Foratura,Metrico,PUNTA MDI D6,MDI
PUNTA MDI D6.5,Punta,,D6.5,6.5,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,TD850 0650 MDI,TUNGLOY,1,Foratura,Metrico,PUNTA MDI D6.5,MDI
WNT PUNTA MDI D6.8,Punta,,D6.8,6.8,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,11 703 06800,CERATIZIT,1,Foratura,Metrico,WNT PUNTA MDI D6.8,MDI WNT
WNT PUNTA MDI D6.3,Punta,,D6.3,6.3,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,11 704 06300,CERATIZIT,1,Foratura,Metrico,WNT PUNTA MDI D6.3,MDI WNT
PUNTA MDI D7.1,Punta,,D7.1,7.1,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,,T-RED,1,Foratura,Metrico,PUNTA MDI D7.1,MDI
PUNTA MDI D7.5,Punta,,D7.5,7.5,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,B966A07500,,1,Foratura,Metrico,PUNTA MDI D7.5,MDI
PUNTA MDI D7.1,Punta,,D7.1,7.1,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,TD650 0710 MDI,TUNGLOY,1,Foratura,Metrico,PUNTA MDI D7.1,MDI
PUNTA MDI D7.6,Punta,,D7.6,7.6,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,TD850 0760 MDI,TUNGLOY,1,Foratura,Metrico,PUNTA MDI D7.6,MDI
PUNTA MDI D7.8,Punta,,D7.8,7.8,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,9150 7.8 K/P,T-RED,1,Foratura,Metrico,PUNTA MDI D7.8,MDI
PUNTA MDI D7.1,Punta,,D7.1,7.1,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,TD850 0710 MDI,TUNGLOY,1,Foratura,Metrico,PUNTA MDI D7.1,MDI
PUNTA MDI D7.10,Punta,,D7.10,7.1,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,B966A07100,,1,Foratura,Metrico,PUNTA MDI D7.10,MDI
PUNTA MDI D9.8,Punta,,D9.8,9.8,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,DH451098,,1,Foratura,Metrico,PUNTA MDI D9.8,MDI
PUNTA MDI D8.5 HSSE,Punta,,D8.5,8.5,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,T43 0850 HSSE,BURZONI,1,Foratura,Metrico,PUNTA MDI D8.5 HSSE,MDI HSSE
PUNTA MDI D8,Punta,,D8,8.0,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,TD850 0800 MDI,BURZONI,1,Foratura,Metrico,PUNTA MDI D8,MDI
PUNTA MDI D8.5,Punta,,D8.5,8.5,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,B966A8500,,1,Foratura,Metrico,PUNTA MDI D8.5,MDI
PUNTA MDI D7.8,Punta,,D7.8,7.8,,,,,,Dx,METALLO DURO,,USATO,EXTREMA1,,TD850 GP 0780 MDI,BURZONI,1,Foratura,Metrico,PUNTA MDI D7.8,MDI
